age,male,edu,time_served,charges,n_theft,n_sex_abuse
39,1,9,0,0,2,0
33,1,9,0,0,0,0
49,1,6,0,0,0,0
41,1,10,0,0,0,0
32,1,8,0,0,0,0
55,1,6,0,0,10,0
31,1,10,0,0,1,0
36,1,12,0,0,2,0
44,1,17,0,0,0,0
47,1,14,0,0,0,0
30,1,9,1,0,0,0
34,1,12,0,0,0,0
44,1,17,1,0,0,0
24,1,9,0,0,0,0
56,1,12,0,0,0,0
21,1,12,0,0,0,0
26,1,12,0,0,0,0
36,1,12,0,1,0,0
31,1,10,0,0,20,0
60,1,12,0,1,0,0
25,1,12,0,1,0,0
41,0,11,1,1,0,0
49,1,12,0,0,0,0
30,1,10,1,1,8,0
44,1,11,1,0,0,0
37,1,12,0,0,1,0
35,1,9,0,0,2,0
33,1,12,0,0,3,0
30,1,11,1,0,3,0
46,1,12,0,0,0,0
38,1,9,1,0,0,0
35,1,12,0,0,1,0
39,1,10,0,0,0,0
23,1,12,0,0,0,0
34,1,11,0,0,0,0
40,1,6,0,1,0,0
31,1,12,0,0,0,0
45,1,9,0,0,0,0
33,1,10,0,0,0,0
34,1,12,0,0,0,0
47,1,11,0,0,1,0
30,1,11,0,0,0,0
37,1,15,0,0,0,0
29,1,12,1,0,0,0
51,0,10,0,1,0,0
59,1,15,1,0,0,0
34,1,12,1,0,3,0
38,1,11,1,0,3,0
26,1,12,0,1,0,0
41,1,9,0,0,0,0
52,1,14,0,0,0,0
35,1,9,1,0,0,0
38,1,12,1,0,0,0
37,1,11,0,1,1,0
45,1,10,0,0,2,0
32,1,11,1,0,4,0
23,1,12,0,1,0,0
36,1,12,0,1,0,0
33,1,12,0,0,0,0
27,1,12,0,0,0,0
42,1,12,0,0,0,0
38,1,11,0,0,0,0
53,1,12,0,0,0,0
36,1,11,0,0,30,0
37,1,11,0,1,0,0
21,1,12,0,1,0,0
22,0,12,0,0,0,0
37,1,12,0,1,0,0
31,1,10,1,0,0,0
38,0,12,0,0,0,0
51,1,11,0,1,0,0
48,1,10,1,0,5,0
37,1,12,0,0,0,0
48,1,12,0,0,0,0
33,1,12,1,0,0,0
47,1,12,0,0,7,0
43,1,11,0,0,0,0
43,1,11,0,0,1,0
55,1,12,0,0,4,0
41,1,12,0,0,0,0
30,1,10,0,1,0,0
40,1,12,0,1,0,0
29,1,10,0,0,0,0
37,1,12,0,0,20,0
43,1,9,0,1,0,0
50,1,12,0,1,0,0
44,1,9,1,0,1,0
30,1,12,0,0,0,0
37,1,3,0,0,0,0
35,1,10,0,0,0,0
25,1,12,0,0,0,0
34,1,3,0,0,0,0
37,1,9,1,0,3,0
48,1,12,0,0,0,0
31,1,10,0,0,0,0
39,1,9,0,0,1,0
32,1,11,0,0,0,0
37,1,13,0,0,1,0
22,1,12,0,0,5,0
27,1,11,0,1,0,0
27,1,12,0,0,0,0
27,1,12,0,0,0,0
39,1,12,0,1,3,0
38,1,12,0,0,0,0
44,1,12,0,0,0,0
65,1,5,0,0,6,0
31,1,12,1,1,2,0
65,1,10,0,0,0,0
31,1,17,0,0,0,0
30,1,10,0,0,0,0
56,1,6,1,0,3,0
33,1,15,0,0,0,0
43,1,11,0,1,0,0
44,1,8,1,0,0,0
33,1,12,1,0,0,0
45,1,12,0,0,0,0
40,1,9,0,1,0,0
19,1,4,0,0,0,0
45,1,9,1,1,8,0
36,1,17,0,0,0,0
33,1,11,0,0,0,0
29,1,12,1,1,0,0
35,1,13,1,1,0,0
49,1,12,0,0,0,0
41,1,14,0,0,3,0
21,1,9,0,1,0,0
48,1,5,1,1,1,0
24,1,10,0,0,0,0
22,1,12,0,0,0,0
41,1,12,0,0,5,0
43,1,17,0,0,0,0
27,1,12,0,1,0,0
37,1,9,1,0,5,0
43,1,10,1,0,0,0
40,1,12,0,0,7,0
43,1,10,0,0,0,0
46,1,11,1,0,0,0
22,1,12,1,0,0,0
24,1,9,0,0,0,0
43,1,12,1,0,0,0
30,0,11,0,0,2,0
59,1,9,0,0,0,0
43,1,11,0,0,0,0
24,1,9,1,1,0,0
40,1,9,0,0,0,0
25,1,10,0,0,0,0
37,1,7,0,0,0,0
44,1,11,1,0,0,0
36,1,9,1,0,0,0
29,1,9,0,0,0,0
19,1,11,0,0,0,0
41,1,12,0,0,0,0
37,1,12,0,0,0,0
32,1,12,0,0,0,0
40,0,12,1,1,0,0
28,1,12,0,0,0,0
45,1,9,1,0,3,0
37,1,10,0,1,0,0
30,1,10,0,0,0,0
36,1,17,1,1,0,0
21,1,12,0,0,0,0
44,1,10,0,0,0,0
26,1,11,0,1,0,0
23,1,12,1,0,0,0
21,1,12,1,1,0,0
41,1,12,1,0,0,0
40,1,12,0,0,0,0
56,1,17,0,0,0,0
34,1,12,0,0,0,0
38,0,12,0,0,0,0
33,1,9,0,0,0,0
34,1,10,1,0,0,0
47,1,9,0,1,0,0
33,1,10,0,0,1,0
30,1,10,0,0,0,0
23,1,11,0,0,0,0
47,1,12,1,0,3,0
32,1,12,0,0,0,0
33,1,15,1,0,0,0
24,1,17,1,1,0,0
28,1,9,1,0,0,0
50,1,12,0,0,4,0
30,1,10,0,0,1,0
30,1,15,0,0,4,0
47,1,12,0,0,0,0
38,1,9,0,0,13,0
24,1,12,1,0,20,0
26,1,12,0,0,0,0
40,1,17,0,1,0,0
27,1,11,0,0,0,0
53,1,12,0,0,0,0
44,1,12,0,0,0,0
37,1,12,0,1,0,0
38,1,11,0,0,2,0
38,1,12,1,0,0,0
29,1,12,1,0,0,0
28,1,12,0,0,0,0
51,1,12,0,0,0,0
30,1,12,0,0,4,0
22,1,11,0,0,1,0
31,1,12,0,1,0,0
28,1,12,0,1,0,0
26,1,9,1,0,0,0
54,1,10,0,0,0,0
28,1,12,0,0,2,0
28,1,9,0,0,3,0
32,1,11,1,0,2,0
32,1,10,0,0,0,0
34,1,10,0,0,5,0
42,1,12,0,0,2,0
38,1,10,0,0,0,0
34,1,9,0,0,2,0
27,1,9,1,0,5,0
39,1,6,1,0,1,0
25,1,12,0,0,1,0
41,1,11,0,0,3,0
30,1,12,0,0,0,0
43,1,5,0,0,0,0
36,1,12,0,1,0,0
43,1,6,0,0,1,0
41,1,9,0,0,0,0
58,1,9,0,1,1,0
35,1,12,1,0,1,0
40,1,11,1,0,3,0
31,1,9,1,0,0,0
26,1,12,0,0,30,0
26,1,12,0,0,0,0
25,1,12,0,0,2,0
36,1,17,1,0,20,0
53,1,4,0,0,0,0
22,1,12,0,0,7,0
39,1,12,1,0,3,0
24,0,12,0,1,6,0
46,1,12,0,0,4,0
35,1,11,0,0,0,0
26,1,12,0,0,4,0
38,1,8,0,0,0,0
40,1,12,0,0,1,0
44,1,10,1,1,5,0
33,1,12,1,0,3,0
37,1,12,0,0,0,0
47,1,12,0,0,4,0
39,1,12,0,0,0,0
29,1,12,0,0,0,0
42,1,12,0,1,1,0
65,1,11,0,0,6,0
25,1,12,0,0,10,0
35,1,12,0,0,0,0
25,1,12,0,0,1,0
50,1,17,0,0,20,0
42,1,7,0,0,0,0
31,1,12,0,0,0,0
32,1,10,0,1,0,0
29,1,12,0,0,0,0
27,1,5,0,0,20,0
22,1,12,0,0,0,0
31,1,12,0,0,0,0
32,1,9,0,0,5,0
87,1,12,0,0,0,0
33,1,10,0,0,4,0
25,1,12,0,0,0,0
58,1,9,0,0,2,0
38,1,10,0,0,0,0
37,1,12,0,0,0,0
42,1,12,1,1,0,0
28,0,10,0,0,0,0
26,1,11,0,0,2,0
50,1,9,0,0,0,0
52,1,10,0,0,0,0
43,0,12,0,0,3,0
34,1,12,1,0,10,0
33,1,6,0,0,0,0
27,1,12,1,0,0,0
42,1,10,0,0,0,0
35,1,12,0,0,3,0
30,1,12,1,0,0,0
31,1,8,1,0,0,0
35,1,12,1,0,0,0
40,1,10,1,0,0,0
26,1,12,0,0,3,0
46,1,12,0,0,4,0
47,1,12,1,0,4,0
62,1,10,1,0,1,0
33,1,11,0,0,4,0
54,1,15,1,0,0,0
43,0,9,1,0,3,0
36,1,9,1,0,3,0
46,1,11,0,0,1,0
26,1,10,1,0,0,0
39,1,10,1,0,1,0
36,1,12,1,0,50,0
26,1,10,1,0,0,0
31,1,10,1,0,0,0
40,1,12,1,0,0,0
29,1,12,1,1,0,0
38,1,15,0,0,0,0
38,1,15,0,0,1,3
27,0,10,0,0,10,0
30,1,12,0,0,1,0
34,1,11,1,0,0,0
38,1,11,0,0,2,0
35,1,10,1,0,0,0
36,1,12,1,0,5,0
44,1,12,1,0,10,0
31,1,12,0,0,0,0
33,1,8,1,0,1,0
31,1,10,0,0,0,0
33,1,6,1,0,0,0
75,1,11,1,0,3,0
39,1,14,0,0,3,0
31,1,5,0,0,3,0
33,1,12,1,0,1,0
42,1,12,1,0,10,0
21,1,13,1,1,0,0
50,1,9,0,0,5,0
26,1,6,0,1,0,0
41,1,12,0,0,0,0
40,1,12,1,0,0,0
27,1,12,1,0,0,0
27,1,11,0,0,0,0
28,1,9,1,0,1,0
28,1,10,1,0,10,0
45,1,11,0,0,0,0
33,1,10,1,0,0,0
40,1,12,1,0,0,0
41,1,12,1,0,0,0
25,1,12,1,0,0,0
34,1,9,1,0,1,0
28,1,12,1,0,0,0
29,1,12,0,0,3,0
38,1,12,1,0,0,0
36,1,9,0,1,0,0
52,1,12,1,1,0,0
39,1,12,1,0,0,0
55,1,11,1,0,0,0
27,1,12,0,0,0,0
72,1,11,1,1,0,0
42,1,12,0,0,0,0
26,1,7,0,1,0,0
29,1,12,1,1,1,0
32,1,12,0,0,0,0
31,1,12,1,0,0,0
47,1,10,0,0,0,0
30,1,12,0,0,0,0
39,1,12,0,1,0,0
34,1,12,0,0,0,0
51,1,10,1,0,0,0
39,1,10,1,0,0,0
31,1,9,1,0,0,0
36,1,7,0,0,0,0
33,1,22,0,0,0,0
34,1,12,1,0,0,0
29,1,12,0,0,0,0
56,1,11,1,0,0,0
40,1,12,1,0,0,0
34,1,12,1,1,0,0
43,1,11,1,0,0,0
31,1,12,1,0,0,0
19,1,11,1,0,0,0
44,0,9,0,0,1,0
47,1,10,0,0,0,0
28,1,11,0,0,0,0
40,1,8,0,0,0,0
19,1,11,0,0,0,0
22,1,6,0,0,0,0
38,1,12,0,0,0,0
48,1,6,0,1,0,0
30,0,12,1,0,1,0
39,1,11,0,0,0,0
51,1,11,0,0,0,0
39,1,12,0,1,4,0
36,1,10,1,0,0,0
34,1,12,0,0,0,0
38,1,12,0,0,0,0
35,1,5,0,0,0,0
48,1,8,0,1,0,0
31,1,9,1,1,0,0
29,1,12,0,1,0,0
28,1,12,0,0,0,0
28,1,9,0,1,0,0
36,1,11,0,0,0,0
22,1,9,0,0,0,0
45,1,12,1,1,0,0
35,1,12,0,1,0,0
28,1,12,0,0,0,0
23,1,13,1,0,3,0
45,1,12,1,0,0,0
26,1,10,0,0,0,0
38,1,10,1,0,0,0
36,1,12,0,0,0,0
32,1,10,0,1,0,0
51,1,9,0,1,0,0
67,1,15,1,0,0,0
43,1,11,0,1,0,0
44,1,11,0,1,0,0
31,1,12,0,1,0,0
32,1,9,1,0,0,0
36,1,12,0,1,0,0
33,1,10,0,0,0,0
27,1,11,0,0,0,0
32,1,7,1,1,0,0
34,1,11,0,1,0,0
44,1,13,0,0,0,0
24,1,7,0,0,0,0
61,1,6,0,1,0,0
30,1,12,0,1,0,0
40,1,11,0,0,0,0
31,1,11,0,0,0,0
32,1,12,1,0,0,0
45,1,11,0,0,0,0
55,1,5,0,1,0,0
29,1,10,0,0,0,0
40,1,12,0,0,0,0
33,1,11,0,0,0,0
47,1,10,1,1,0,0
37,1,10,0,1,0,0
49,1,12,0,1,0,0
30,1,12,1,1,0,0
34,1,12,0,0,0,0
30,1,11,0,0,0,0
37,1,7,1,1,0,0
23,1,9,0,0,0,0
31,1,11,0,0,0,0
40,1,11,0,1,0,0
33,1,12,0,1,0,0
28,1,9,0,0,0,0
28,1,12,0,0,0,0
22,1,12,0,0,2,0
43,1,9,0,0,0,0
36,1,12,0,0,0,0
29,1,10,1,1,0,0
47,1,11,0,0,0,0
37,1,12,0,1,0,0
36,1,9,0,1,0,0
27,1,11,0,0,0,0
60,1,17,0,1,0,0
32,1,10,0,0,0,0
34,1,12,1,0,0,0
39,1,10,1,0,0,0
24,1,9,1,0,0,0
23,1,10,0,0,0,0
40,1,15,1,1,0,0
36,1,10,0,1,0,0
47,1,12,0,0,0,0
37,1,12,1,1,0,0
48,1,11,0,0,0,0
25,1,12,0,0,0,0
34,1,12,0,0,0,0
33,1,11,1,1,0,0
22,1,12,1,1,0,0
30,1,12,0,1,0,0
36,1,9,0,0,0,0
38,1,10,0,1,0,0
30,1,12,1,1,0,0
35,1,12,1,0,0,0
48,1,12,0,0,0,0
22,1,11,0,0,0,0
28,1,12,0,0,0,0
33,1,9,0,0,0,0
33,1,12,0,0,0,0
36,1,9,0,1,0,0
26,1,9,0,0,0,0
31,1,12,0,0,0,0
37,1,12,1,1,0,0
26,1,12,1,1,0,0
30,1,12,0,0,0,0
30,1,10,0,0,0,0
26,1,10,0,0,0,0
30,1,12,0,0,3,0
32,1,10,0,0,1,0
41,1,12,0,0,0,0
34,1,12,0,0,0,0
55,1,17,1,0,0,0
37,1,9,0,0,0,0
32,1,9,0,0,0,0
41,1,9,1,1,0,0
52,1,6,0,0,2,0
35,1,12,0,0,2,0
22,1,8,0,1,5,0
50,1,6,0,0,0,0
35,1,12,0,0,0,0
29,1,12,1,0,0,0
54,1,11,1,0,30,0
30,1,9,0,0,0,0
30,1,10,0,1,0,0
47,1,12,1,0,0,0
38,1,12,0,0,2,0
28,1,11,1,0,0,0
47,1,12,0,0,7,0
30,1,5,0,0,0,0
30,1,12,1,0,3,0
23,1,12,0,0,5,0
35,1,12,1,0,4,0
21,1,10,1,1,0,0
31,1,9,1,0,0,0
33,1,11,0,1,7,0
26,1,11,0,0,0,0
43,1,10,1,1,0,0
35,1,12,1,0,0,0
47,1,9,0,0,1,0
46,1,11,1,0,0,0
45,1,12,1,0,2,0
40,1,7,0,1,0,0
20,1,10,0,1,1,0
24,1,11,0,0,0,0
40,1,12,0,1,0,0
34,1,9,1,0,0,0
29,1,14,0,0,0,0
29,1,11,0,1,1,0
68,1,9,0,1,3,0
29,1,8,1,0,0,0
38,1,12,1,1,0,0
30,1,12,0,1,0,0
35,1,12,0,1,4,0
33,1,9,0,0,0,0
45,1,9,0,0,3,0
30,1,12,0,0,6,0
38,1,11,0,0,0,0
30,1,10,0,1,2,0
28,1,9,0,0,0,0
44,1,11,0,1,0,0
41,1,12,0,0,0,0
52,1,14,0,0,0,0
45,1,10,0,0,0,0
32,1,6,1,0,0,0
43,1,10,0,0,0,0
45,1,6,0,0,0,0
39,1,12,0,0,0,0
35,1,10,0,0,0,0
40,1,11,0,0,0,0
37,1,9,0,0,2,0
23,1,11,0,0,0,0
49,1,12,0,1,0,0
56,1,9,0,0,0,0
35,1,11,1,0,5,0
24,1,2,0,0,0,0
30,1,12,0,0,0,0
66,1,9,0,0,5,0
47,1,6,0,0,10,0
27,1,10,0,0,4,0
52,1,10,0,0,5,0
24,1,7,0,0,0,0
63,1,12,0,0,3,0
33,1,12,0,0,1,0
45,1,12,0,1,0,0
42,1,12,1,0,0,0
53,1,11,0,0,0,0
53,1,9,0,0,2,0
34,1,12,1,0,0,0
37,1,10,0,0,5,0
36,1,7,0,0,2,0
39,1,11,0,0,0,0
23,1,10,0,0,6,0
27,1,17,0,1,8,0
35,1,10,0,1,0,0
33,1,9,1,0,3,0
27,1,11,0,0,0,0
34,1,10,1,0,1,0
31,1,4,1,0,3,0
34,1,12,0,0,2,0
60,1,12,0,0,0,0
31,1,12,1,0,0,0
42,1,12,0,0,0,0
27,1,11,0,0,0,0
23,1,12,0,0,0,0
49,1,12,1,0,0,0
36,1,12,0,0,0,0
40,1,10,0,1,0,0
44,1,12,0,0,0,0
47,1,12,1,1,0,0
29,1,12,0,0,0,0
27,1,13,0,1,0,0
43,1,11,1,0,0,0
26,1,12,0,1,4,0
42,1,17,1,1,2,0
48,1,10,0,0,3,0
43,1,9,0,0,0,0
22,1,12,0,1,4,0
40,1,12,0,0,3,0
41,1,6,1,0,0,0
68,1,12,0,0,2,0
23,1,11,0,0,1,0
35,1,12,0,0,0,0
53,1,12,0,0,0,0
25,1,12,0,0,0,0
39,1,11,0,1,0,0
26,1,11,0,0,6,0
27,1,12,0,1,2,0
31,1,5,0,1,0,0
48,1,9,0,0,0,0
36,1,12,0,1,2,0
47,1,12,0,1,2,0
36,1,11,0,0,0,0
31,1,12,0,0,0,0
29,1,11,0,0,0,0
52,1,12,1,0,2,0
48,1,12,0,1,0,0
43,1,12,0,1,0,0
25,1,11,0,1,2,0
30,1,9,0,0,4,0
32,1,11,1,1,0,0
53,1,9,1,0,0,0
30,1,7,0,0,0,0
33,1,10,1,0,2,0
23,1,9,1,0,0,0
39,1,12,0,1,0,0
41,1,10,1,0,3,0
51,1,9,1,0,2,0
31,1,12,0,1,5,2
31,1,11,0,0,6,0
53,1,16,0,0,10,0
35,1,11,0,0,0,0
31,1,12,0,1,0,0
31,1,12,0,0,3,0
32,1,9,0,1,0,0
33,1,12,0,0,0,0
26,1,13,0,0,0,0
43,1,17,0,0,4,0
32,1,12,0,0,0,0
43,1,12,1,0,2,0
30,1,12,0,1,0,0
33,1,12,1,0,0,0
32,1,12,0,0,0,0
34,1,12,0,1,0,0
44,1,12,0,0,0,0
31,1,11,0,1,1,0
32,1,9,0,0,2,0
33,1,12,0,0,2,0
30,1,12,0,0,0,0
29,1,8,0,1,2,0
26,1,16,0,1,0,0
38,1,9,1,0,0,0
34,1,10,1,0,5,0
33,1,12,1,1,0,0
50,1,11,0,1,0,0
46,1,12,0,1,0,0
37,1,12,0,0,5,0
56,1,9,0,0,0,0
25,1,9,1,0,0,0
32,1,7,0,0,5,0
29,1,12,0,1,0,0
33,1,12,1,0,0,0
33,1,11,0,0,0,0
40,1,12,1,0,0,0
33,1,12,1,1,0,0
47,1,12,0,1,0,0
30,1,11,0,1,0,0
34,1,12,1,0,0,0
31,1,12,0,0,1,0
59,1,11,0,0,1,0
31,1,11,0,1,1,0
40,1,12,0,0,0,0
41,1,7,0,1,0,0
27,1,9,0,1,0,0
24,1,10,1,1,3,0
30,1,12,0,1,1,0
40,1,12,0,0,2,0
27,1,12,0,1,5,0
26,1,9,0,1,1,0
39,1,8,0,1,5,0
50,1,9,0,0,1,0
28,1,12,0,0,1,0
30,1,12,1,0,0,0
43,1,12,0,1,3,0
44,1,8,1,0,3,0
28,1,9,1,1,0,0
30,1,10,0,0,2,0
25,1,12,0,1,4,0
32,1,12,1,1,0,0
30,1,9,1,1,0,0
26,1,12,0,0,0,0
39,1,13,0,0,0,0
31,1,11,0,0,5,0
31,1,12,0,1,0,0
29,1,12,0,0,0,0
24,1,10,1,0,0,0
24,1,8,0,0,0,0
31,1,10,1,0,0,0
32,1,5,0,1,0,0
33,1,12,0,0,0,0
36,1,11,0,1,0,0
43,1,9,0,0,5,0
26,1,11,0,0,0,0
59,1,17,1,1,8,0
51,1,12,0,0,0,0
27,1,8,0,0,3,0
38,1,11,0,0,0,0
32,1,12,0,1,0,0
29,1,12,0,0,2,0
40,1,12,1,0,0,0
31,1,14,1,1,40,0
47,1,10,0,1,0,0
30,1,12,1,0,0,0
29,1,10,1,0,2,0
37,1,12,0,0,0,0
27,1,11,0,0,1,0
32,1,10,0,0,0,0
31,1,4,0,0,10,0
28,1,11,0,0,4,0
39,1,15,0,0,2,0
38,1,12,0,0,0,0
37,1,12,0,0,0,0
36,1,12,0,0,0,0
30,1,11,0,0,0,0
36,1,5,0,0,9,0
26,1,12,0,0,3,0
29,1,12,0,0,0,0
31,1,12,0,0,0,0
27,1,11,1,1,0,0
56,1,11,0,0,0,0
31,1,11,0,1,0,0
33,1,6,0,1,3,0
30,1,10,0,1,0,0
36,1,12,0,0,0,0
36,1,12,0,0,3,0
20,1,11,1,0,0,0
26,1,12,0,1,0,0
33,1,13,0,0,0,0
46,1,12,0,0,2,0
27,1,12,0,0,0,0
25,1,11,1,1,3,0
41,1,10,0,0,2,0
31,1,11,0,1,3,5
30,1,9,0,1,0,0
45,1,11,1,1,3,0
36,1,11,0,1,0,0
36,1,10,0,1,0,0
31,1,10,0,0,0,0
27,1,9,1,0,7,0
37,1,11,1,0,0,0
32,1,12,0,0,0,0
33,1,11,1,0,2,0
40,1,11,0,1,0,0
29,1,12,1,0,0,0
34,1,8,0,0,1,0
34,1,12,0,0,5,0
37,1,12,1,0,1,0
44,1,12,1,1,0,0
42,1,9,0,0,0,0
43,1,12,0,0,10,0
34,1,9,1,0,0,0
42,1,17,0,1,0,0
28,1,11,0,1,2,0
42,1,12,0,1,0,0
54,1,15,0,0,0,0
22,1,12,0,0,0,0
54,1,12,0,0,7,0
49,1,9,0,0,3,0
23,1,9,1,0,0,0
38,1,12,0,1,0,0
34,1,11,0,0,0,0
28,1,11,0,1,0,0
47,1,12,0,1,3,0
54,1,10,1,1,0,0
35,1,11,0,1,0,0
32,1,10,0,1,0,0
63,1,12,0,0,0,0
39,1,12,0,0,0,0
35,1,12,0,0,0,0
27,1,10,0,0,0,0
39,1,8,0,0,0,0
21,1,11,1,1,0,0
39,1,9,1,1,0,0
27,1,10,0,0,2,0
47,1,10,0,0,1,0
30,1,12,1,0,1,0
60,1,12,0,0,3,0
42,1,9,1,0,3,0
33,1,15,0,0,0,0
35,1,12,1,0,2,0
30,1,5,0,1,4,0
38,1,9,0,0,2,0
34,1,11,1,0,1,0
42,1,13,0,0,0,0
39,1,10,0,0,0,0
54,1,12,1,0,4,0
34,1,12,0,0,0,0
44,1,6,0,1,0,0
40,1,12,0,0,0,0
38,1,11,1,1,1,0
39,1,9,0,0,1,0
25,1,12,0,0,0,0
25,1,12,0,1,0,0
40,1,12,0,0,0,0
40,1,7,1,0,5,2
39,1,9,0,1,0,0
33,1,10,0,1,0,0
42,1,12,1,0,7,0
31,1,12,1,1,2,0
23,1,5,0,0,2,0
43,1,17,0,1,0,0
33,1,12,0,1,0,0
19,1,11,1,0,8,0
31,1,11,0,1,0,0
36,1,9,1,0,0,0
32,1,11,1,0,0,0
32,1,11,0,1,0,0
47,1,11,0,0,10,0
37,1,12,0,0,0,0
33,1,12,1,0,0,0
22,1,11,0,1,0,0
27,1,12,1,0,0,0
26,1,11,0,1,0,0
44,1,11,0,0,3,0
38,1,11,0,0,1,0
39,1,8,1,1,0,0
55,1,10,1,0,0,0
34,1,12,0,1,0,0
43,1,11,1,0,0,0
52,1,12,0,1,4,0
29,1,9,0,0,0,0
26,1,12,1,1,3,0
39,1,10,0,0,1,0
73,1,12,1,1,5,0
47,1,9,1,0,2,0
29,1,10,1,0,10,0
34,1,10,0,0,4,0
37,1,11,0,0,3,0
33,1,11,0,0,0,0
36,1,10,1,0,0,0
38,1,12,0,1,3,0
36,1,10,0,0,0,0
50,1,12,1,1,3,0
24,1,12,0,1,0,0
27,1,11,1,0,4,0
33,1,12,0,0,0,0
32,1,12,0,0,1,0
33,1,12,0,1,0,0
47,1,12,0,1,0,0
30,1,12,0,0,0,0
24,1,12,1,1,5,0
35,1,12,1,0,0,0
25,1,10,1,1,0,0
34,1,12,1,1,0,0
27,1,12,1,1,2,0
24,1,10,1,0,2,0
39,1,11,0,1,4,0
34,1,10,1,0,0,0
22,1,11,1,0,0,0
32,1,12,1,1,1,0
24,1,9,0,0,3,0
25,1,9,1,0,0,0
28,1,12,1,0,3,0
31,1,9,0,0,1,0
40,1,8,1,0,0,0
37,1,12,1,0,5,0
30,1,15,0,0,0,0
38,1,12,1,1,2,0
24,1,10,0,1,10,0
33,1,9,0,0,2,0
24,1,10,0,0,0,0
23,1,12,0,1,0,0
23,1,11,0,1,0,0
33,1,10,0,0,0,0
49,1,15,0,1,3,0
41,1,11,1,0,0,0
31,1,12,1,1,0,0
29,1,12,0,0,67,0
36,1,6,0,0,2,0
35,1,11,0,0,3,0
41,1,15,1,0,0,0
37,1,11,0,1,0,0
29,1,11,0,1,0,0
77,1,11,0,0,2,0
22,1,12,0,0,0,0
44,1,12,1,0,4,0
36,1,9,1,0,97,0
43,1,12,1,0,1,0
43,1,12,0,1,0,0
28,1,9,0,0,3,0
39,1,9,0,0,0,0
41,1,12,1,1,0,0
