age,male,edu,time_served,charges,n_theft,n_sex_abuse
35,1,12,0,0,0,0
42,1,9,0,1,0,0
39,0,12,0,1,0,0
33,1,12,1,1,0,0
47,1,12,0,1,3,0
37,1,11,1,0,0,0
64,1,8,1,0,0,0
36,1,10,1,0,0,0
43,1,12,0,0,0,0
36,1,12,1,1,0,0
29,1,10,0,0,0,0
46,1,12,0,1,0,0
28,1,12,1,1,5,0
42,1,10,0,1,0,0
42,1,12,0,1,0,0
44,1,9,0,0,0,0
55,1,7,1,1,0,0
29,1,12,1,1,0,0
41,1,10,1,0,0,0
39,1,8,0,1,0,0
46,1,11,0,0,2,0
50,1,10,0,0,0,0
46,1,11,0,1,3,0
57,1,11,0,1,2,0
44,1,12,0,1,0,0
59,1,5,0,1,0,0
44,1,12,1,1,1,0
38,1,12,1,0,0,0
44,1,11,0,1,0,0
46,1,12,1,1,0,0
57,1,12,0,1,1,0
62,1,8,0,1,0,0
40,1,16,0,0,1,0
51,1,10,0,1,0,0
36,1,15,0,1,10,0
44,1,10,1,1,0,0
48,1,12,0,0,0,0
30,1,12,1,1,0,0
46,1,12,1,0,10,0
45,1,12,0,1,3,0
42,1,11,1,0,0,0
34,1,12,0,0,1,0
37,1,12,0,1,0,0
45,1,12,0,1,0,0
50,1,12,1,0,0,0
43,1,12,1,1,0,0
30,1,12,0,1,0,0
52,1,11,0,1,0,0
43,1,13,0,1,0,0
39,1,11,0,0,0,0
51,1,12,0,1,0,0
31,1,8,0,1,0,0
37,1,9,0,1,0,0
52,1,6,0,1,0,0
58,1,12,0,1,0,0
40,1,9,1,0,0,0
27,1,9,1,0,0,0
39,1,12,0,0,2,0
28,1,11,0,0,8,0
31,1,12,0,1,0,0
31,1,11,0,1,1,0
28,0,11,1,0,0,0
33,1,11,0,0,3,0
29,1,10,0,0,4,0
23,1,12,0,1,3,0
27,1,9,1,0,0,0
26,1,11,0,1,0,0
30,1,10,0,0,4,0
22,1,12,0,1,0,0
29,1,10,0,1,0,0
31,0,12,1,1,3,0
45,1,17,0,0,0,0
28,1,12,0,0,6,0
30,1,12,0,1,0,0
30,1,11,0,1,0,0
27,1,12,0,0,0,0
28,1,11,0,0,0,0
23,1,9,0,1,0,0
49,1,12,0,0,2,0
23,1,11,0,1,0,0
27,1,9,0,1,0,0
25,1,12,0,0,0,0
25,1,9,0,0,1,0
32,1,12,0,0,4,0
27,1,15,0,0,10,1
29,1,9,0,1,0,0
25,1,12,1,0,0,0
29,1,12,0,1,0,0
29,1,11,1,1,0,0
32,1,12,1,0,0,0
27,1,12,0,0,10,0
23,1,9,0,0,0,0
27,1,11,0,0,3,0
31,1,10,0,1,5,0
35,1,9,1,0,6,0
32,1,11,0,0,2,0
28,1,9,0,1,3,0
26,1,12,1,0,0,0
39,1,10,0,1,0,0
34,1,11,0,0,10,0
30,1,11,0,0,2,0
27,1,12,0,1,0,0
27,1,12,0,1,8,0
22,1,10,0,1,20,0
23,1,11,0,0,5,0
24,1,12,1,1,0,0
46,1,11,1,1,1,0
28,1,12,0,0,6,0
23,1,11,0,0,0,0
29,1,4,0,0,0,0
26,1,12,0,0,0,0
28,1,12,0,1,10,0
36,1,12,0,1,0,0
25,1,10,0,1,3,0
29,1,12,0,1,3,0
28,1,11,1,0,0,0
27,1,10,0,0,6,0
34,1,12,0,0,0,0
36,1,9,0,0,2,0
38,1,12,0,0,1,0
27,1,10,0,1,0,0
30,1,12,0,0,0,0
26,1,12,0,1,10,0
34,1,12,0,0,20,0
35,1,12,0,1,1,0
21,1,11,0,0,0,0
24,1,10,0,0,0,0
24,1,12,1,0,0,0
23,1,11,0,0,3,0
30,1,7,1,1,0,0
26,1,11,0,0,0,0
31,1,11,0,0,0,0
32,1,9,0,0,10,0
34,1,10,1,0,0,0
30,1,11,0,0,5,0
24,1,11,1,0,0,0
32,1,7,1,0,0,0
23,1,10,1,0,0,0
32,1,12,0,0,3,0
32,1,7,0,0,0,0
29,1,12,0,0,0,0
26,1,12,1,0,4,0
26,1,12,0,0,6,0
25,1,12,1,0,1,0
33,1,10,0,1,1,0
32,1,11,1,0,0,0
25,1,12,0,0,0,0
55,1,15,0,0,2,0
25,1,10,1,0,0,0
24,1,6,1,1,7,0
26,1,12,1,0,0,0
27,1,12,0,0,0,0
29,1,4,0,1,5,0
47,1,11,0,0,0,0
29,1,9,0,0,0,0
25,1,10,0,0,3,0
30,1,12,0,1,1,0
32,1,12,0,1,3,0
29,1,9,0,0,3,0
27,1,9,0,0,8,0
25,1,12,0,0,10,0
31,1,12,0,0,2,0
23,1,10,0,0,20,0
33,1,10,0,0,0,0
42,1,12,0,1,0,0
24,1,12,0,0,0,0
31,1,10,0,0,0,0
27,1,12,0,0,15,0
34,1,12,0,0,5,0
47,1,9,1,0,1,0
26,1,12,1,0,15,0
28,1,6,0,0,0,0
29,1,12,0,0,0,0
43,1,12,1,1,1,0
28,1,7,0,1,0,0
33,1,12,0,0,0,0
30,1,12,0,1,0,0
22,1,12,0,0,20,0
40,1,10,0,0,1,0
35,1,12,1,0,0,0
23,1,10,0,0,1,0
21,1,10,0,1,5,0
31,1,15,0,0,0,0
27,1,11,0,0,2,0
27,1,10,0,1,1,1
26,1,6,0,1,1,0
29,1,12,0,0,2,0
23,1,9,0,0,15,0
28,1,12,0,1,0,0
25,1,12,0,1,1,0
31,1,10,0,0,1,0
35,1,9,0,0,3,0
22,1,12,0,0,10,0
25,1,12,0,0,0,0
25,1,11,0,0,17,0
26,1,12,0,0,1,0
56,1,10,0,1,0,0
24,1,12,0,0,3,0
33,1,10,0,0,0,0
26,1,12,0,1,0,0
43,1,11,0,1,5,0
30,1,10,0,0,0,0
34,1,10,1,0,10,0
26,1,11,0,0,0,0
32,1,12,0,0,10,0
25,1,11,0,0,30,0
25,1,10,1,0,0,0
24,1,12,0,1,5,0
33,1,9,0,1,54,0
27,1,15,0,0,2,0
32,1,12,1,1,0,0
29,1,12,0,0,20,0
28,1,16,0,1,0,10
46,1,12,0,1,3,0
28,1,12,0,1,6,0
30,1,7,0,1,0,0
24,1,10,0,1,1,0
42,1,12,1,0,0,0
28,1,5,0,1,0,0
24,1,11,0,0,3,0
32,1,12,0,1,5,0
25,1,11,1,0,0,0
47,1,12,1,0,8,0
36,1,9,0,0,0,0
26,1,11,1,0,3,0
29,1,11,0,1,20,0
26,1,10,0,0,4,0
23,1,10,1,0,96,0
31,1,12,0,0,0,0
32,1,9,0,0,2,0
31,1,12,0,1,7,0
28,1,6,0,0,0,0
25,1,12,1,0,0,0
23,1,11,0,0,3,0
26,1,12,1,1,0,0
34,1,17,0,0,3,0
30,1,10,0,0,0,0
21,1,11,0,0,0,0
26,1,12,0,0,10,0
29,1,10,0,0,2,0
24,1,12,0,0,0,0
37,1,11,0,1,0,0
34,1,10,0,0,0,0
29,1,12,1,0,5,0
25,1,9,0,0,0,0
26,1,12,0,0,2,0
31,1,12,0,0,2,0
31,1,9,0,0,0,0
30,1,12,0,0,0,0
29,1,15,0,0,0,0
29,1,12,1,0,3,0
45,1,12,0,0,0,0
31,1,11,1,0,1,0
21,1,10,0,0,30,0
30,1,12,1,1,0,0
50,1,12,0,1,1,0
37,1,12,0,0,10,0
22,1,10,0,1,0,0
25,1,9,0,0,2,0
40,1,10,1,0,0,0
24,1,9,1,0,0,0
26,1,12,0,0,0,0
28,1,12,0,0,0,0
32,1,11,0,0,7,0
37,1,12,0,0,1,0
24,1,12,1,0,0,0
25,1,11,0,0,2,0
33,1,12,0,0,0,0
25,1,12,0,0,1,0
28,1,11,0,0,3,0
23,1,10,0,0,7,0
31,1,10,0,0,2,0
29,1,10,0,0,0,0
27,1,10,0,0,0,0
35,1,10,0,1,10,0
26,1,9,0,0,0,0
26,1,11,1,0,2,0
31,1,12,0,0,0,0
26,1,12,1,0,0,0
28,1,12,0,1,5,0
31,1,7,0,0,6,0
47,1,12,0,0,3,0
29,1,12,0,0,1,0
30,1,12,0,0,3,0
28,1,11,0,1,0,0
33,1,9,1,1,0,0
38,1,12,0,0,2,0
20,1,9,1,1,3,0
27,1,12,0,1,10,0
30,1,12,0,1,13,0
32,1,9,0,1,15,0
26,1,12,0,0,16,0
33,1,11,1,1,5,0
30,1,12,0,1,2,0
25,1,12,0,0,0,0
28,1,12,0,0,2,0
23,1,10,0,0,3,0
42,1,10,0,0,2,0
44,1,11,1,0,0,0
26,1,12,1,1,9,0
34,1,12,0,0,0,0
26,1,10,0,0,0,0
33,1,12,0,0,0,0
30,1,12,0,0,3,0
29,1,11,0,0,0,0
25,1,11,1,1,0,0
48,1,12,0,0,3,0
21,1,10,0,0,0,0
27,1,12,0,1,4,0
30,1,9,0,0,0,0
23,1,9,0,0,0,0
26,1,11,1,0,2,0
22,1,11,0,1,0,0
28,1,12,1,0,0,0
26,1,9,0,0,5,0
24,1,12,0,0,0,0
30,1,9,1,0,0,0
28,1,12,0,1,0,0
35,1,10,0,1,10,0
22,1,12,0,1,1,0
23,1,10,0,0,6,0
35,1,12,0,1,1,0
25,1,11,0,0,1,0
23,1,12,0,0,1,0
35,1,12,0,1,20,0
28,1,12,0,1,0,0
26,1,11,0,0,4,0
25,1,11,0,0,97,0
25,1,12,0,0,0,0
23,1,11,1,0,5,0
34,1,12,0,1,0,0
21,1,9,0,0,7,0
22,1,11,0,0,1,0
32,1,12,0,0,10,0
29,1,12,0,0,3,0
42,1,11,0,0,2,0
28,1,12,1,1,20,0
22,1,9,0,1,0,0
32,1,10,0,0,4,0
27,1,10,0,1,1,0
24,1,9,1,1,1,0
23,1,9,0,1,4,0
30,1,10,0,0,2,0
38,1,12,0,0,3,0
28,1,11,0,1,5,0
22,1,9,0,0,0,0
49,1,11,1,0,0,0
25,1,12,1,1,5,0
23,1,11,1,0,95,0
29,1,11,0,0,2,0
23,1,12,0,0,3,0
20,1,11,1,1,0,0
30,1,9,1,0,2,0
26,1,11,0,0,7,0
25,1,10,0,1,0,0
27,1,12,0,1,0,0
29,1,12,0,0,20,0
25,1,12,1,0,0,0
26,1,12,0,1,0,0
42,1,15,0,0,0,0
33,1,12,0,0,0,0
28,1,11,0,0,0,0
28,1,12,0,1,10,0
24,1,12,0,1,5,0
30,1,8,0,0,3,1
28,1,12,0,0,0,0
51,1,10,1,0,3,0
45,1,12,0,0,0,0
27,1,12,0,0,0,0
24,1,10,1,1,3,0
22,1,10,1,0,3,0
31,1,10,0,0,0,0
44,1,12,0,0,2,0
27,1,12,0,0,0,0
23,1,11,1,0,3,0
26,1,11,0,1,4,0
29,1,10,0,0,5,0
27,1,10,0,0,8,0
30,1,12,0,1,0,0
29,1,10,0,0,0,0
29,1,12,1,0,3,0
47,1,12,0,0,1,0
31,1,12,0,1,0,0
25,1,11,0,0,0,0
29,1,11,0,1,1,0
23,1,12,0,0,3,0
24,1,11,0,0,7,0
26,1,9,0,0,1,0
27,1,12,0,0,0,0
24,1,12,0,0,10,0
31,1,8,0,0,10,0
33,1,4,1,0,0,0
24,1,12,0,0,3,0
33,1,9,0,0,5,0
28,1,11,0,0,0,0
26,1,11,0,0,1,0
30,1,11,1,1,0,0
33,1,12,0,0,0,0
25,1,12,1,0,0,0
29,1,12,0,0,0,0
34,1,10,0,0,4,0
26,1,9,0,0,0,0
34,1,12,0,0,0,0
28,1,12,0,0,5,0
26,1,10,0,1,0,0
23,1,12,1,0,4,0
33,1,5,0,1,10,0
25,1,9,1,1,0,0
29,1,8,0,1,10,1
26,1,10,0,0,0,0
21,1,11,0,0,2,0
25,1,10,0,0,20,0
25,1,12,0,0,7,0
28,1,12,0,0,0,0
25,1,12,0,0,1,0
33,1,12,0,0,4,0
25,1,9,0,0,20,0
30,1,11,0,0,0,0
29,1,12,1,0,0,0
25,1,12,1,1,0,0
22,1,9,0,0,1,0
31,1,14,0,0,1,0
25,1,12,0,0,2,0
32,1,10,1,0,3,0
35,1,10,0,0,5,0
27,1,12,1,0,0,0
31,1,9,0,1,0,0
23,1,10,0,0,5,0
25,1,12,0,0,2,0
35,1,12,0,0,15,0
34,1,10,0,1,1,0
26,1,9,0,0,3,0
31,1,14,0,0,0,0
29,1,11,0,0,0,0
31,1,12,0,1,3,0
24,1,12,0,0,15,0
26,1,12,0,1,0,0
37,1,12,0,0,0,0
32,1,12,0,0,11,0
29,1,12,0,0,4,0
28,1,11,0,1,6,0
28,1,11,0,1,5,0
31,1,8,0,0,1,0
29,1,10,0,0,0,0
33,1,12,0,0,0,0
32,1,12,0,0,2,0
28,1,9,0,0,0,0
25,1,10,0,0,0,0
33,1,9,0,0,10,0
50,1,9,0,0,20,0
27,1,12,0,1,5,0
23,1,10,0,0,1,0
34,1,17,0,0,1,0
28,1,9,0,0,6,0
27,1,12,0,0,15,0
26,1,12,0,1,0,0
21,1,11,0,0,0,0
41,1,12,0,1,0,0
31,1,10,0,1,0,0
29,1,9,1,1,0,0
33,1,10,1,0,0,0
42,1,12,0,0,2,0
31,1,10,0,1,0,0
28,1,9,1,0,0,0
25,1,11,0,1,0,0
32,1,12,0,0,0,0
23,1,9,0,0,20,0
26,1,8,0,1,0,0
29,1,10,0,0,10,0
45,1,11,0,0,2,0
27,1,8,0,0,3,0
28,1,9,1,0,0,0
31,1,11,0,0,0,0
26,1,12,0,0,0,0
39,1,11,0,0,3,0
33,1,12,0,0,0,0
29,1,9,0,1,8,0
25,1,7,0,0,0,0
29,1,11,1,0,0,0
42,1,14,1,0,0,0
32,1,11,0,1,7,0
32,1,14,0,0,1,0
31,1,12,1,0,1,0
22,1,12,0,0,0,0
28,1,11,0,0,0,0
29,1,12,0,1,2,0
22,1,10,0,1,10,0
36,1,12,0,0,1,0
25,1,12,0,1,10,0
26,1,12,0,1,0,0
28,1,12,0,1,3,0
23,1,5,0,1,3,0
26,1,7,0,0,3,0
36,1,12,0,1,1,0
55,1,12,1,1,0,0
32,1,10,0,0,0,0
26,1,12,1,0,0,0
29,1,12,0,1,0,0
34,1,12,0,0,8,0
29,1,12,0,0,0,0
24,1,12,0,1,2,0
25,1,12,0,1,0,0
25,1,10,0,0,2,0
32,1,5,1,0,0,0
24,1,11,1,0,3,0
37,1,10,1,0,4,0
28,1,15,0,1,0,0
27,1,12,0,1,4,0
22,1,12,0,1,1,0
24,1,11,0,1,4,0
31,1,12,0,0,1,0
32,1,8,0,0,5,0
25,1,12,0,1,0,0
27,1,11,0,0,10,0
27,1,12,0,1,0,0
24,1,10,0,1,40,0
30,1,9,0,0,3,0
26,1,12,0,0,0,0
29,1,11,0,1,6,0
28,1,12,0,0,0,0
44,1,12,1,1,0,0
34,1,9,0,0,6,0
27,1,11,0,0,10,0
28,1,11,0,0,2,0
35,1,11,0,0,8,0
36,1,9,0,0,0,0
29,1,5,1,0,30,0
29,1,12,0,0,11,0
40,1,8,1,0,2,0
33,1,12,0,0,2,0
36,1,11,1,0,0,0
33,1,10,0,0,0,0
23,1,7,0,0,0,0
23,1,10,0,0,0,0
24,1,11,0,0,7,0
31,1,12,0,0,10,0
30,1,11,0,0,8,0
32,1,12,0,0,5,0
28,1,12,0,0,2,0
26,1,12,0,1,3,0
28,1,11,0,0,5,0
27,1,12,0,0,7,0
26,1,12,0,1,0,0
30,1,6,0,1,5,0
24,1,9,1,1,4,0
29,1,10,0,0,1,0
36,1,12,0,0,0,0
27,1,12,0,0,4,0
27,1,11,0,0,6,0
25,1,12,0,0,1,0
31,1,10,0,0,4,0
25,1,10,0,0,0,0
31,1,11,1,1,2,0
26,1,10,1,1,0,0
34,1,13,0,0,0,0
44,1,10,0,0,0,0
23,1,11,0,0,0,0
25,1,10,0,0,10,0
26,1,8,0,1,0,0
30,1,12,0,0,0,0
31,1,10,0,0,2,0
31,1,11,0,0,0,0
23,1,12,0,0,3,0
29,1,10,0,0,4,0
24,1,12,0,1,1,0
24,1,11,1,0,0,0
27,1,11,0,0,0,0
30,1,11,0,0,1,0
31,1,12,0,0,6,0
31,1,12,0,0,13,0
27,1,10,0,0,8,0
40,1,11,0,1,20,0
29,1,12,0,0,3,0
28,1,12,0,0,3,0
45,1,9,0,1,0,0
29,1,9,0,0,0,0
20,1,12,0,0,14,0
31,1,9,0,0,0,0
35,1,12,0,1,30,0
31,1,10,0,0,2,0
32,1,10,0,0,2,0
39,1,12,0,0,0,0
27,1,12,0,0,3,0
26,1,12,0,0,0,0
30,1,10,0,0,5,0
32,1,12,0,0,2,0
28,1,10,1,0,0,0
32,1,12,0,1,2,0
28,1,12,0,0,0,0
27,1,12,0,1,1,0
29,1,9,1,0,0,0
26,1,10,0,0,3,0
24,1,12,1,0,12,0
44,1,12,1,1,5,0
31,1,11,1,0,0,0
27,1,11,0,1,4,0
24,1,9,0,1,3,0
27,1,11,0,0,6,0
23,1,12,1,0,2,0
28,1,12,0,0,0,0
26,1,8,0,0,0,0
24,1,10,0,0,0,0
20,1,12,0,0,1,0
28,1,9,0,0,2,0
28,1,12,0,1,2,0
44,1,12,0,0,10,0
26,1,10,0,0,0,0
32,1,12,0,0,1,0
25,1,9,1,1,3,0
32,1,12,0,0,10,0
31,1,11,0,0,5,0
29,1,12,0,0,0,0
25,1,12,0,0,10,0
27,1,12,0,0,3,0
24,1,12,0,1,1,0
46,1,12,0,0,0,0
22,1,11,0,0,3,0
24,1,11,0,0,0,0
27,1,9,1,0,7,0
21,1,9,1,0,5,0
28,1,10,0,0,5,0
28,1,6,0,0,5,0
37,1,9,0,1,2,0
54,1,12,0,0,5,0
25,1,11,0,0,2,0
29,1,10,1,0,2,0
30,1,11,0,0,2,0
41,1,15,0,0,10,0
32,1,12,0,0,7,0
23,1,10,0,0,0,0
24,1,10,0,0,1,0
23,1,14,0,1,0,0
35,1,12,0,0,10,0
23,1,10,0,0,2,0
28,1,11,0,1,0,0
26,1,10,1,0,3,0
26,1,12,0,1,1,0
24,1,12,0,1,2,0
24,1,11,0,0,0,0
27,1,11,0,0,0,0
22,1,9,0,0,1,0
27,1,12,0,1,0,0
24,1,10,0,0,1,0
31,1,10,0,1,0,0
38,1,12,0,0,2,0
34,1,9,1,0,0,0
35,1,6,0,0,0,0
23,1,12,0,1,0,0
23,1,12,0,0,0,0
26,1,12,0,0,0,0
30,1,9,0,0,5,0
28,1,11,0,0,0,0
24,1,12,0,0,6,0
28,1,10,0,1,0,0
28,1,5,0,0,0,0
30,1,9,0,0,6,0
43,1,9,0,0,3,0
31,1,10,0,1,10,0
21,1,10,0,1,8,0
26,1,13,0,0,2,0
30,1,12,0,0,0,0
20,1,12,0,0,10,0
21,1,11,0,0,0,0
23,1,12,0,0,3,0
28,1,11,0,1,0,0
24,1,10,0,0,0,0
26,1,11,0,1,10,0
28,1,9,0,0,5,0
33,1,12,1,0,1,0
25,1,12,0,0,2,0
42,1,11,0,0,0,0
28,1,11,0,1,5,0
28,1,12,1,1,0,0
38,1,11,1,1,0,0
39,1,12,0,0,0,0
30,1,12,0,1,5,0
20,1,12,0,0,2,0
29,1,11,0,0,0,0
28,1,11,0,0,0,0
40,1,12,0,0,10,0
25,1,12,0,1,0,0
30,1,11,1,0,5,0
27,1,12,0,0,0,0
26,1,9,0,1,0,0
36,1,10,0,0,0,0
29,1,12,0,1,1,0
42,1,9,0,0,10,0
34,1,12,0,0,0,0
28,1,17,0,0,5,0
50,1,9,0,0,2,0
35,1,12,1,0,0,0
23,1,10,0,1,0,0
22,1,12,0,1,5,0
24,1,12,0,0,0,0
39,1,10,0,0,1,0
39,1,10,0,1,0,0
37,1,12,0,0,4,0
62,1,12,0,0,10,0
59,1,11,0,0,3,0
22,1,10,1,1,2,0
24,1,12,0,0,2,0
47,1,11,0,0,0,0
34,1,12,0,0,3,0
50,1,6,0,0,10,0
37,1,10,0,1,3,0
32,1,11,0,0,12,0
43,1,12,0,0,0,0
39,1,12,0,0,1,0
37,1,9,0,0,0,0
38,1,10,0,1,0,0
38,1,10,0,0,0,0
46,1,12,0,0,0,0
24,1,11,0,0,0,0
36,1,9,0,0,6,0
52,1,10,0,0,3,0
48,1,17,0,0,0,0
42,1,12,0,1,3,0
29,1,10,0,0,50,0
38,1,12,1,0,3,0
34,1,15,1,1,0,0
23,1,12,0,0,0,0
51,1,12,0,0,0,0
44,1,9,0,0,3,0
41,1,12,0,0,0,0
32,1,12,0,0,0,0
25,1,10,0,0,0,0
31,1,12,1,0,6,0
43,1,9,1,0,1,0
38,1,17,0,1,10,0
31,1,12,0,0,0,0
42,1,10,0,0,0,0
25,1,8,0,0,1,0
38,1,12,0,1,0,0
33,1,9,0,1,0,0
58,1,12,0,1,70,0
52,1,17,0,0,1,0
39,1,12,0,0,3,0
29,1,11,0,0,4,0
30,1,12,0,0,0,0
29,1,12,0,0,20,0
34,1,12,0,0,0,0
27,1,12,0,0,3,0
26,1,12,0,1,0,0
39,1,12,0,0,3,0
28,1,11,0,0,9,0
24,1,9,0,1,3,0
37,1,12,0,0,0,0
28,1,12,1,1,5,0
26,1,12,0,1,40,0
41,1,10,0,0,0,0
53,1,17,0,0,0,0
32,1,12,0,0,0,0
33,1,12,0,1,0,0
34,1,7,0,0,4,0
33,1,9,1,1,1,0
56,1,12,0,1,0,0
57,1,11,0,0,10,0
43,1,12,0,0,3,0
33,1,12,0,0,5,0
54,1,12,0,1,4,0
40,1,12,0,0,3,0
54,1,8,0,0,0,0
42,1,12,0,1,4,0
27,1,12,0,0,2,0
32,1,12,0,1,2,0
24,1,12,0,0,8,0
21,1,9,0,0,0,0
43,1,12,0,1,6,0
30,1,9,1,0,0,0
32,1,13,0,0,0,0
48,1,17,0,1,3,0
37,1,8,0,0,0,0
24,1,9,0,0,1,0
23,1,11,0,0,0,0
50,1,10,0,1,0,0
35,1,10,0,0,2,0
28,1,9,0,0,0,0
24,1,12,0,0,4,0
32,1,10,0,0,3,0
40,1,11,0,0,4,0
24,1,10,0,0,0,0
23,1,11,0,0,6,0
32,1,12,0,0,0,0
36,1,7,0,0,28,0
28,1,10,0,1,0,0
28,1,11,0,1,3,0
23,1,10,0,0,1,0
49,1,12,0,0,2,0
31,1,12,1,1,2,0
34,1,12,0,1,4,0
38,1,15,0,0,3,0
44,1,12,0,0,10,0
28,1,12,0,0,35,0
36,1,9,0,1,2,0
36,1,11,0,1,2,0
39,1,12,1,0,4,0
36,1,12,0,1,4,0
24,1,12,0,1,1,0
30,1,11,0,0,2,0
41,1,9,0,0,0,0
37,1,12,0,1,10,0
35,1,10,0,0,20,0
69,1,9,0,0,0,0
22,1,12,0,0,15,0
39,1,10,0,0,2,0
31,1,10,0,0,2,0
37,1,5,0,0,1,0
22,1,14,0,0,2,0
40,1,12,0,0,0,0
35,1,17,0,0,0,0
31,1,10,0,1,1,0
44,1,11,0,1,3,0
25,1,12,1,0,2,0
34,1,11,1,1,0,0
34,1,16,0,1,3,0
23,1,11,0,0,1,0
37,1,12,0,1,0,0
21,1,12,0,0,0,0
34,1,10,0,1,1,0
50,1,4,0,0,0,0
55,1,12,0,0,30,0
30,1,11,0,0,2,0
45,1,12,0,0,0,0
36,1,12,0,0,0,0
35,1,12,0,0,5,0
30,1,10,0,0,1,0
39,1,12,0,1,1,0
49,1,12,0,0,0,0
33,1,10,0,0,2,0
22,1,9,0,0,3,0
38,1,12,0,0,0,0
48,1,10,0,0,1,0
40,1,11,0,0,3,0
34,1,11,0,1,0,0
23,1,10,1,1,0,0
38,1,11,1,0,3,0
32,1,12,0,1,0,0
31,1,10,0,1,0,0
24,1,12,1,0,0,0
26,1,11,0,0,0,0
31,1,10,0,0,0,0
47,1,11,0,0,0,0
24,1,10,0,1,0,0
41,1,12,0,1,0,0
40,1,9,1,0,5,0
44,1,12,0,0,3,0
51,1,10,0,0,2,0
34,1,9,0,0,8,0
21,1,12,0,0,0,0
62,1,12,0,0,15,0
37,1,9,0,0,0,0
46,1,9,0,0,1,0
36,1,12,0,0,5,0
61,1,11,0,0,2,0
27,1,11,0,0,1,0
21,1,10,0,1,0,0
31,1,12,0,1,1,0
32,1,12,0,0,3,0
31,1,12,0,0,0,0
32,1,12,1,0,3,0
35,1,10,0,0,2,0
28,1,12,0,0,15,0
62,1,9,0,1,0,0
24,1,9,0,0,20,0
23,1,9,0,0,92,0
35,1,12,0,0,4,0
32,1,8,1,0,3,0
